Nom Gare,Code Gare,Type jour,Date,Annee,Ligne,Axe,Tranche horaire,Somme de Montants,mois,jour_semaine
CHAMPAGNE-SUR-OISE,87276519,DIM,2024-01-21,2024,H,H,Après 20h,18,1,Sunday
IVRY-SUR-SEINE,87545301,JOB,2025-06-02,2025,C,C,De 16h à 20h,2913,6,Monday
SEUGY,87272039,JOB,2024-01-16,2024,H,H,Après 20h,1,1,Tuesday
CESSON,87682161,JOB,2024-05-03,2024,D,D,De 10h à 16h,709,5,Friday
CHAUMONT-EN-VEXIN,87381228,JOB,2024-01-16,2024,J,J6,Avant 6h,34,1,Tuesday
JOUY-EN-JOSAS,87393512,DIM,2025-09-02,2025,C,V,De 10h à 16h,194,9,Tuesday
ENGHIEN-LES-BAINS,87276022,DIM,2024-01-21,2024,H,H,De 10h à 16h,2132,1,Sunday
CHAMARANDE,87545152,DIM,2025-09-02,2025,C,C,Avant 6h,3,9,Tuesday
CHAVILLE-RIVE-DROITE,87382333,JOB,2024-01-16,2024,L,L2,Avant 6h,30,1,Tuesday
JUVISY,87545244,DIM,2024-03-03,2024,D,D,De 6h à 10h,1376,3,Sunday
STAINS-LA-CERISAIE,87697334,DIM,2021-11-21,2021,T11,T11,De 16h à 20h,461,11,Sunday
CHAMPAGNE-SUR-OISE,87276519,DIM,2024-01-21,2024,H,H,De 16h à 20h,74,1,Sunday
EMERAINVILLE-PONTAULT-COMBAULT,87116046,DIM,2022-03-20,2022,E,E,De 6h à 10h,443,3,Sunday
JUVISY,87545244,DIM,2025-09-02,2025,C,C,De 6h à 10h,1931,9,Tuesday
VERNOU-SUR-SEINE,87682468,SAM,2024-01-20,2024,R,R,De 16h à 20h,21,1,Saturday
CHAMPBENOIST-POIGNY,87115873,SAM,2023-11-18,2023,P,P,De 16h à 20h,58,11,Saturday
CHEMIN-D'ANTONY,87546317,DIM,2025-09-02,2025,C,C,De 6h à 10h,32,9,Tuesday
L'ETANG-LA-VILLE,87382473,SAM,2024-01-20,2024,L,L2,De 6h à 10h,74,1,Saturday
EPINAY-SUR-ORGE,87545228,JOB,2024-11-26,2024,T12,T12,De 16h à 20h,772,11,Tuesday
CHAPONVAL,87276162,DIM,2024-01-21,2024,H,H,De 10h à 16h,22,1,Sunday
EPINAY-SUR-ORGE,87545228,SAM,2025-08-02,2025,C,C,Avant 6h,72,8,Saturday
L'ISLE-ADAM-PARMAIN,87276527,DIM,2024-01-21,2024,H,H,Avant 6h,8,1,Sunday
VILLEPINTE,87271452,JOB,2023-10-10,2023,B,B,De 6h à 10h,1961,10,Tuesday
CHARS,87381194,JOB,2024-01-16,2024,J,J6,De 6h à 10h,209,1,Tuesday
CHELLES-GOURNAY,87116111,JOB,2023-11-14,2023,P,P,De 16h à 20h,1960,11,Tuesday
L'ISLE-ADAM-PARMAIN,87276527,SAM,2024-01-20,2024,H,H,De 10h à 16h,348,1,Saturday
VAIRES-TORCY,87116293,JOB,2023-11-14,2023,P,P,Après 20h,115,11,Tuesday
CHAVILLE-RIVE-DROITE,87382333,JOB,2024-01-16,2024,L,L2,De 10h à 16h,758,1,Tuesday
CLAMART,87391565,SAM,2024-01-20,2024,N,N,De 10h à 16h,1079,1,Saturday
LA-BARRE-ORMESSON,87271171,DIM,2024-01-21,2024,H,H,De 10h à 16h,1075,1,Sunday
ESSONNES-ROBINSON,87681601,SAM,2024-02-03,2024,D,D,De 6h à 10h,49,2,Saturday
CHELLES-GOURNAY,87116111,DIM,2022-03-20,2022,E,E,De 16h à 20h,1020,3,Sunday
CHEZY-SUR-MARNE,87116574,DIM,2023-09-17,2023,P,P,De 16h à 20h,33,9,Sunday
LA-COURNEUVE-AUBERVILLIERS,87271304,DIM,2019-03-17,2019,B,B,Avant 6h,330,3,Sunday
VAL-D'ARGENTEUIL,87381798,JOB,2024-01-16,2024,J,J6,De 10h à 16h,2801,1,Tuesday
CHELLES-GOURNAY,87116111,DIM,2023-11-19,2023,P,P,De 16h à 20h,973,11,Sunday
COLOMBES,87381087,JOB,2024-01-16,2024,J,J4,Après 20h,517,1,Tuesday
LA-DEFENSE,87382218,SAM,2024-08-06,2024,U,U,De 16h à 20h,1636,8,Tuesday
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,87276220,DIM,2024-03-03,2024,D,D,Avant 6h,32,3,Sunday
CHELLES-GOURNAY,87116111,SAM,2023-11-18,2023,P,P,De 6h à 10h,1359,11,Saturday
CHOISY-LE-ROI,87545285,SAM,2025-08-02,2025,C,C,De 6h à 10h,2330,8,Saturday
LA-FERTE-SOUS-JOUARRE,87116517,DIM,2023-09-17,2023,P,P,De 6h à 10h,194,9,Sunday
ETRECHY,87545145,SAM,2025-08-02,2025,C,C,De 6h à 10h,159,8,Saturday
CHEZY-SUR-MARNE,87116574,DIM,2023-09-17,2023,P,P,De 6h à 10h,8,9,Sunday
CORBEIL-ESSONNES,87681007,JOB,2024-12-03,2024,D,D,Avant 6h,973,12,Tuesday
LA-PLAINE-STADE-DE-FRANCE,87164798,JOB,2023-10-10,2023,B,B,De 10h à 16h,4982,10,Tuesday
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,87276220,SAM,2024-02-03,2024,D,D,Après 20h,895,2,Saturday
CHILLY-MAZARIN,87393637,SAM,2024-11-30,2024,T12,T12,De 10h à 16h,288,11,Saturday
EPINAY-SUR-SEINE,87271148,SAM,2021-11-20,2021,T11,T11,De 10h à 16h,1227,11,Saturday
LA-VERRIERE,87393256,JOB,2024-11-06,2024,U,U,Après 20h,140,11,Wednesday
EVRY-COURCOURONNES,87681387,DIM,2024-01-12,2024,T12,T12,De 6h à 10h,151,1,Friday
CHOISY-LE-ROI,87545285,DIM,2025-09-02,2025,C,C,De 16h à 20h,2505,9,Tuesday
CRECY-LA-CHAPELLE,87116772,DIM,2023-09-17,2023,P,P,Après 20h,12,9,Sunday
LAGNY-THORIGNY,87116319,DIM,2023-11-19,2023,P,P,Après 20h,233,11,Sunday
VILLIERS-NEAUPHLE-PONTCHARTRAIN,87393884,JOB,2024-01-16,2024,N,N,De 16h à 20h,278,1,Tuesday
CLICHY-LEVALLOIS,87381129,JOB,2024-01-16,2024,L,L2,Avant 6h,56,1,Tuesday
CHILLY-MAZARIN,87393637,SAM,2024-11-30,2024,T12,T12,De 16h à 20h,168,11,Saturday
LE-BOURGET,87271395,DIM,2021-11-21,2021,T11,T11,De 16h à 20h,1353,11,Sunday
VIROFLAY-RIVE-GAUCHE,87393215,DIM,2024-01-21,2024,N,N,Avant 6h,1,1,Sunday
CLICHY-SOUS-BOIS-MAIRIE,87704288,DIM,2021-12-09,2021,T4,T4,Avant 6h,4,12,Thursday
CONFLANS-FIN-D'OISE,87381459,DIM,2024-01-21,2024,J,J6,Après 20h,147,1,Sunday
LE-CHENAY-GAGNY,87113522,JOB,2022-03-22,2022,E,E,Avant 6h,180,3,Tuesday
VIRY-CHATILLON,87681312,DIM,2024-03-03,2024,D,D,De 16h à 20h,1225,3,Sunday
COLOMBES,87381087,SAM,2024-01-20,2024,J,J4,De 10h à 16h,2872,1,Saturday
COMPANS,87272047,SAM,2024-01-20,2024,K,K,De 16h à 20h,8,1,Saturday
LE-MEE,87682179,DIM,2024-03-03,2024,D,D,De 6h à 10h,350,3,Sunday
VIRY-CHATILLON,87681312,SAM,2024-02-03,2024,D,D,De 16h à 20h,894,2,Saturday
COMBS-LA-VILLE-QUINCY,87682146,SAM,2024-02-03,2024,D,D,De 10h à 16h,1555,2,Saturday
EPONE-MEZIERES,87386763,SAM,2024-01-20,2024,N,N,De 6h à 10h,49,1,Saturday
LE-PLESSIS-BELLEVILLE,87271551,SAM,2024-01-20,2024,K,K,Avant 6h,12,1,Saturday
VULAINES-SUR-SEINE-SAMOREAU,87682443,JOB,2024-01-16,2024,R,R,De 10h à 16h,34,1,Tuesday
CONFLANS-FIN-D'OISE,87381459,DIM,2022-11-20,2022,A,A,De 16h à 20h,679,11,Sunday
COUILLY-SAINT-GERMAIN-QUINCY,87116731,SAM,2023-09-16,2023,P,P,De 10h à 16h,29,9,Saturday
LE-PLESSIS-CHENET,87681627,DIM,2024-03-03,2024,D,D,Après 20h,1,3,Sunday
FOURQUEUX-BEL-AIR,87733675,JOB,2023-10-19,2023,T13,T13,De 6h à 10h,517,10,Thursday
CONFLANS-FIN-D'OISE,87381459,JOB,2024-01-16,2024,J,J6,De 16h à 20h,1663,1,Tuesday
CREIL,87276006,JOB,2024-01-16,2024,H,H,Après 20h,26,1,Tuesday
LE-PLESSIS-CHENET,87681627,JOB,2024-12-03,2024,D,D,De 10h à 16h,7,12,Tuesday
FREINVILLE-SEVRAN,87113894,JOB,2021-09-21,2021,T4,T4,De 10h à 16h,624,9,Tuesday
CONFLANS-FIN-D'OISE,87381459,JOB,2024-01-16,2024,J,J6,De 6h à 10h,830,1,Tuesday
CREIL,87276006,DIM,2024-03-03,2024,D,D,De 16h à 20h,70,3,Sunday
LE-PLESSIS-CHENET,87681627,SAM,2024-02-03,2024,D,D,Après 20h,0,2,Saturday
GAGNY,87113514,JOB,2022-03-22,2022,E,E,De 10h à 16h,1947,3,Tuesday
CONFLANS-FIN-D'OISE,87381459,SAM,2022-11-19,2022,A,A,Avant 6h,62,11,Saturday
DEUIL-MONTMAGNY,87276345,JOB,2024-01-16,2024,H,H,De 10h à 16h,1408,1,Tuesday
LE-RAINCY-VILLEMOMBLE-MONTFERMEIL,87113472,DIM,2022-03-20,2022,E,E,De 16h à 20h,1151,3,Sunday
GARGENVILLE,87381566,DIM,2024-01-21,2024,J,J6,De 6h à 10h,67,1,Sunday
CONFLANS-SAINTE-HONORINE,87381897,DIM,2024-01-21,2024,J,J6,De 16h à 20h,749,1,Sunday
CROUY-SUR-OURCQ,87116640,JOB,2023-09-19,2023,P,P,De 6h à 10h,251,9,Tuesday
LE-VERT-DE-MAISONS,87681247,DIM,2024-03-03,2024,D,D,De 10h à 16h,1194,3,Sunday
GENNEVILLIERS,87271205,DIM,2025-09-02,2025,C,C,De 6h à 10h,111,9,Tuesday
CORMEILLES-EN-PARISIS,87381863,DIM,2024-01-21,2024,J,J6,Après 20h,177,1,Sunday
DRANCY,87271403,JOB,2023-10-10,2023,B,B,De 10h à 16h,3550,10,Tuesday
LE-VERT-DE-MAISONS,87681247,SAM,2024-02-03,2024,D,D,De 10h à 16h,1754,2,Saturday
GOUSSAINVILLE,87276246,SAM,2024-02-03,2024,D,D,Avant 6h,48,2,Saturday
CORMEILLES-EN-PARISIS,87381863,SAM,2024-01-20,2024,J,J6,Après 20h,293,1,Saturday
FERRIERES-FONTENAY,87684241,DIM,2024-01-21,2024,R,R,De 10h à 16h,52,1,Sunday
LEON-BLUM,87704262,DIM,2021-12-09,2021,T4,T4,Après 20h,62,12,Thursday
GRAND-BOURG,87681353,JOB,2024-02-04,2024,D,D,Après 20h,22,2,Sunday
COURBEVOIE,87382200,DIM,2024-01-21,2024,L,L2,Après 20h,258,1,Sunday
EGLY,87545475,JOB,2025-06-02,2025,C,C,De 6h à 10h,636,6,Monday
LEON-BLUM,87704262,SAM,2021-11-09,2021,T4,T4,Après 20h,151,11,Tuesday
GRIGNY-CENTRE,87681379,DIM,2024-03-03,2024,D,D,De 16h à 20h,1281,3,Sunday
COURBEVOIE,87382200,DIM,2024-01-21,2024,L,L2,De 6h à 10h,362,1,Sunday
ECOUEN-EZANVILLE,87276394,DIM,2024-01-21,2024,H,H,Après 20h,75,1,Sunday
LES-ARDOINES,87492108,JOB,2025-11-02,2025,C,C,De 10h à 16h,983,11,Sunday
GROSLAY,87276360,DIM,2024-01-21,2024,H,H,De 6h à 10h,182,1,Sunday
COURBEVOIE,87382200,JOB,2024-01-16,2024,L,L2,Après 20h,458,1,Tuesday
ENGHIEN-LES-BAINS,87276022,DIM,2024-01-21,2024,H,H,De 6h à 10h,665,1,Sunday
LES-ARDOINES,87492108,SAM,2025-08-02,2025,C,C,De 10h à 16h,1244,8,Saturday
HERICY,87682435,SAM,2024-01-20,2024,R,R,De 6h à 10h,17,1,Saturday
CRECY-LA-CHAPELLE,87116772,JOB,2023-09-19,2023,P,P,De 6h à 10h,200,9,Tuesday
EGLY,87545475,JOB,2025-06-02,2025,C,C,De 16h à 20h,136,6,Monday
LES-CLAIRIERES-DE-VERNEUIL,87386664,JOB,2025-01-04,2025,J,J5,Avant 6h,15,1,Saturday
HOPITAL-DE-MONTFERMEIL,87704338,DIM,2021-12-09,2021,T4,T4,Après 20h,51,12,Thursday
CREIL,87276006,JOB,2024-01-16,2024,H,H,De 6h à 10h,137,1,Tuesday
EPINAY-SUR-SEINE,87271148,JOB,2021-11-23,2021,T11,T11,De 10h à 16h,1212,11,Tuesday
LES-COQUETIERS,87113845,JOB,2021-09-21,2021,T4,T4,Après 20h,95,9,Tuesday
HOUILLES-CARRIERES-SUR-SEINE,87386409,DIM,2021-05-12,2021,J,J5,Avant 6h,0,5,Wednesday
DAMMARTIN-JUILLY-SAINT-MARD,87271536,JOB,2024-01-16,2024,K,K,De 10h à 16h,56,1,Tuesday
EPINAY-SUR-ORGE,87545228,DIM,2025-09-02,2025,C,C,De 10h à 16h,1243,9,Tuesday
LES-GRESILLONS,87272146,JOB,2025-06-02,2025,C,C,De 16h à 20h,3041,6,Monday
HOUILLES-CARRIERES-SUR-SEINE,87386409,JOB,2024-01-16,2024,L,L3,De 6h à 10h,2314,1,Tuesday
DAMMARTIN-JUILLY-SAINT-MARD,87271536,SAM,2024-01-20,2024,K,K,Après 20h,7,1,Saturday
ERAGNY-NEUVILLE,87381418,JOB,2024-01-16,2024,J,J6,De 6h à 10h,743,1,Tuesday
LES-PAVILLONS-SOUS-BOIS,87113852,SAM,2021-09-18,2021,T4,T4,Avant 6h,25,9,Saturday
HOUILLES-CARRIERES-SUR-SEINE,87386409,SAM,2021-04-12,2021,J,J5,De 16h à 20h,697,4,Monday
DEUIL-MONTMAGNY,87276345,SAM,2024-01-20,2024,H,H,De 16h à 20h,872,1,Saturday
EPINAY-SUR-ORGE,87545228,SAM,2024-11-30,2024,T12,T12,De 16h à 20h,316,11,Saturday
LES-PORTES-DE-SAINT-CYR,87710921,DIM,2023-10-15,2023,T13,T13,De 6h à 10h,2,10,Sunday
HOUILLES-CARRIERES-SUR-SEINE,87386409,SAM,2024-01-20,2024,L,L3,De 6h à 10h,357,1,Saturday
DOURDAN,87545525,SAM,2025-08-02,2025,C,C,Après 20h,59,8,Saturday
EPINAY-SUR-ORGE,87545228,SAM,2025-08-02,2025,C,C,De 6h à 10h,987,8,Saturday
LES-YVRIS-NOISY-LE-GRAND,87113803,SAM,2022-03-19,2022,E,E,De 6h à 10h,119,3,Saturday
IGNY,87393561,DIM,2025-09-02,2025,C,V,De 10h à 16h,125,9,Tuesday
DOURDAN,87545525,SAM,2025-08-02,2025,C,C,Avant 6h,10,8,Saturday
EPINAY-SUR-SEINE,87271148,JOB,2021-11-23,2021,T11,T11,De 16h à 20h,1957,11,Tuesday
LIANCOURT-SAINT-PIERRE,87381210,DIM,2024-01-21,2024,J,J6,De 16h à 20h,11,1,Sunday
INVALIDES,87393033,JOB,2025-11-02,2025,C,C,De 6h à 10h,3924,11,Sunday
DOURDAN,87545525,SAM,2025-08-02,2025,C,C,De 6h à 10h,138,8,Saturday
EPINAY-SUR-SEINE,87271148,SAM,2021-11-20,2021,T11,T11,Après 20h,480,11,Saturday
LISIERE-PEREIRE,87733683,JOB,2023-10-19,2023,T13,T13,De 6h à 10h,367,10,Thursday
ISSOU-PORCHEVILLE,87381574,DIM,2024-01-21,2024,J,J6,Après 20h,10,1,Sunday
DRANCY,87271403,JOB,2023-10-10,2023,B,B,Avant 6h,824,10,Tuesday
EPINAY-SUR-SEINE,87271148,SAM,2021-11-20,2021,T11,T11,De 6h à 10h,553,11,Saturday
LOUVRES,87276253,JOB,2024-05-03,2024,D,D,De 6h à 10h,2172,5,Friday
JUVISY,87545244,DIM,2024-03-03,2024,D,D,De 10h à 16h,5542,3,Sunday
DREUX,87393488,DIM,2024-01-21,2024,N,N,De 10h à 16h,502,1,Sunday
EPINAY-VILLETANEUSE,87271122,SAM,2021-11-20,2021,T11,T11,De 6h à 10h,508,11,Saturday
LOUVRES,87276253,SAM,2024-02-03,2024,D,D,De 6h à 10h,431,2,Saturday
JUVISY,87545244,DIM,2024-03-03,2024,D,D,De 16h à 20h,4431,3,Sunday
DUGNY-LA-COURNEUVE,87697342,SAM,2021-11-20,2021,T11,T11,De 16h à 20h,203,11,Saturday
ACHERES-GRAND-CORMIER,87386052,DIM,2022-11-20,2022,A,A,Avant 6h,5,11,Sunday
LUZARCHES,87276576,SAM,2024-01-20,2024,H,H,Après 20h,55,1,Saturday
JUZIERS,87381558,SAM,2024-01-20,2024,J,J6,De 16h à 20h,97,1,Saturday
ENGHIEN-LES-BAINS,87276022,DIM,2024-01-21,2024,H,H,De 16h à 20h,1616,1,Sunday
ASNIERES-SUR-SEINE,87381137,JOB,2024-01-16,2024,J,J4,Avant 6h,54,1,Tuesday
MAGENTA,87281873,SAM,2022-03-19,2022,E,E,Avant 6h,200,3,Saturday
L'ABBAYE,87113886,SAM,2021-09-18,2021,T4,T4,Avant 6h,13,9,Saturday
EPINAY-SUR-SEINE,87271148,DIM,2021-11-21,2021,T11,T11,De 10h à 16h,882,11,Sunday
EPONE-MEZIERES,87386763,SAM,2024-01-20,2024,N,N,De 16h à 20h,54,1,Saturday
MAISONS-ALFORT-ALFORTVILLE,87681155,DIM,2024-03-03,2024,D,D,Après 20h,938,3,Sunday
L'ETANG-LA-VILLE,87382473,JOB,2024-01-16,2024,L,L2,Avant 6h,17,1,Tuesday
EPINAY-SUR-SEINE,87271148,DIM,2021-11-21,2021,T11,T11,De 16h à 20h,697,11,Sunday
ASNIERES-SUR-SEINE,87381137,SAM,2024-01-20,2024,J,J4,De 6h à 10h,607,1,Saturday
MAISONS-LAFFITTE,87386425,DIM,2022-11-20,2022,A,A,De 10h à 16h,2205,11,Sunday
L'ETANG-LA-VILLE,87382473,SAM,2024-01-20,2024,L,L2,Avant 6h,8,1,Saturday
EPINAY-SUR-SEINE,87271148,JOB,2025-06-02,2025,C,C,Après 20h,186,6,Monday
ERMONT-EAUBONNE,87276055,JOB,2024-01-16,2024,H,H,Avant 6h,156,1,Tuesday
MAISONS-LAFFITTE,87386425,SAM,2022-11-19,2022,A,A,De 10h à 16h,3353,11,Saturday
LA-BORNE-BLANCHE,87276287,SAM,2024-02-03,2024,D,D,Avant 6h,4,2,Saturday
EPINAY-SUR-SEINE,87271148,SAM,2021-11-20,2021,T11,T11,De 16h à 20h,987,11,Saturday
AULNAY-SOUS-BOIS,87271411,JOB,2023-10-10,2023,B,B,De 10h à 16h,9522,10,Tuesday
MANTES-LA-JOLIE,87381509,DIM,2024-01-21,2024,J,J6,De 6h à 10h,202,1,Sunday
LA-DEFENSE,87382218,JOB,2024-01-16,2024,L,L2,De 6h à 10h,8533,1,Tuesday
EPINAY-VILLETANEUSE,87271122,DIM,2021-11-21,2021,T11,T11,Avant 6h,18,11,Sunday
ERMONT-EAUBONNE,87276055,JOB,2024-01-16,2024,J,J4,De 10h à 16h,2531,1,Tuesday
MANTES-STATION,87381590,JOB,2024-01-16,2024,J,J6,Après 20h,34,1,Tuesday
LA-DEFENSE,87382218,JOB,2024-11-06,2024,U,U,Après 20h,1133,11,Wednesday
EPINAY-VILLETANEUSE,87271122,JOB,2021-11-23,2021,T11,T11,Avant 6h,70,11,Tuesday
ERMONT-EAUBONNE,87276055,JOB,2025-11-02,2025,C,C,De 10h à 16h,1758,11,Sunday
MANTES-STATION,87381590,SAM,2024-01-20,2024,J,J6,De 10h à 16h,168,1,Saturday
LA-FRETTE-MONTIGNY,87381871,JOB,2024-01-16,2024,J,J6,De 16h à 20h,259,1,Tuesday
ERMONT-EAUBONNE,87276055,DIM,2024-01-21,2024,H,H,Après 20h,804,1,Sunday
AVENUE-HENRI-MARTIN,87381046,JOB,2025-06-02,2025,C,C,De 16h à 20h,1002,6,Monday
MAREUIL-SUR-OURCQ,87116665,DIM,2023-09-17,2023,P,P,Après 20h,1,9,Sunday
LA-FRETTE-MONTIGNY,87381871,SAM,2024-01-20,2024,J,J6,Après 20h,86,1,Saturday
ERMONT-HALTE,87276584,DIM,2024-01-21,2024,H,H,Après 20h,58,1,Sunday
BAGNEAUX-SUR-LOING,87684191,SAM,2024-01-20,2024,R,R,De 6h à 10h,31,1,Saturday
MAREUIL-SUR-OURCQ,87116665,JOB,2023-09-19,2023,P,P,De 6h à 10h,70,9,Tuesday
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON,87545459,JOB,2025-06-02,2025,C,C,De 16h à 20h,167,6,Monday
ERMONT-HALTE,87276584,SAM,2024-01-20,2024,H,H,De 16h à 20h,237,1,Saturday
ETAMPES,87545137,JOB,2025-06-02,2025,C,C,De 16h à 20h,938,6,Monday
MARLY-LE-ROI,87382465,DIM,2024-01-21,2024,L,L2,De 16h à 20h,338,1,Sunday
LA-NORVILLE-SAINT-GERMAIN-LES-ARPAJON,87545459,JOB,2025-06-02,2025,C,C,De 6h à 10h,740,6,Monday
ETRECHY,87545145,JOB,2025-11-02,2025,C,C,De 10h à 16h,209,11,Sunday
BECON-LES-BRUYERES,87382002,DIM,2024-01-21,2024,L,L3,Avant 6h,25,1,Sunday
MASSY-PALAISEAU,87393579,SAM,2024-11-30,2024,T12,T12,Avant 6h,33,11,Saturday
LA-PLAINE-STADE-DE-FRANCE,87164798,JOB,2023-10-10,2023,B,B,Avant 6h,545,10,Tuesday
EVRY-COURCOURONNES,87681387,JOB,2024-05-03,2024,D,D,De 10h à 16h,4581,5,Friday
EVRY-VAL-DE-SEINE,87681361,SAM,2024-02-03,2024,D,D,De 16h à 20h,161,2,Saturday
MASSY-PALAISEAU,87393579,SAM,2025-08-02,2025,C,C,Avant 6h,17,8,Saturday
LA-PLAINE-STADE-DE-FRANCE,87164798,SAM,2019-03-16,2019,B,B,De 6h à 10h,2420,3,Saturday
EVRY-COURCOURONNES,87681387,SAM,2024-11-30,2024,T12,T12,De 16h à 20h,1118,11,Saturday
FONTAINE-LE-PORT,87682427,JOB,2024-01-16,2024,R,R,De 16h à 20h,17,1,Tuesday
MAURECOURT,87381483,DIM,2024-01-21,2024,J,J6,De 6h à 10h,79,1,Sunday
LAGNY-THORIGNY,87116319,SAM,2023-11-18,2023,P,P,Avant 6h,53,11,Saturday
FAREMOUTIERS-POMMEUSE,87116277,SAM,2023-11-18,2023,P,P,De 6h à 10h,49,11,Saturday
BOISSY-L'AILLERIE,87381152,DIM,2024-01-21,2024,J,J6,De 6h à 10h,40,1,Sunday
MAURICE-AUDIN,87704270,DIM,2021-12-09,2021,T4,T4,Après 20h,83,12,Thursday
LARDY,87545160,JOB,2025-04-02,2025,C,C,Avant 6h,24,4,Wednesday
FONTAINEBLEAU-AVON,87682211,DIM,2024-01-21,2024,R,R,Après 20h,318,1,Sunday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,SAM,2024-01-20,2024,H,H,Après 20h,230,1,Saturday
MELUN,87682005,DIM,2024-01-21,2024,R,R,De 10h à 16h,3727,1,Sunday
LE-BOURGET,87271395,DIM,2019-03-17,2019,B,B,De 6h à 10h,2098,3,Sunday
FONTAINEBLEAU-AVON,87682211,JOB,2024-01-16,2024,R,R,Après 20h,218,1,Tuesday
BORAN-SUR-OISE,87276444,SAM,2024-01-20,2024,H,H,De 10h à 16h,6,1,Saturday
MELUN,87682005,JOB,2024-12-03,2024,D,D,De 10h à 16h,2556,12,Tuesday
LE-BOURGET,87271395,JOB,2021-11-23,2021,T11,T11,Avant 6h,94,11,Tuesday
FONTENAY-LE-FLEURY,87393405,DIM,2024-01-21,2024,N,N,De 10h à 16h,464,1,Sunday
GARGENVILLE,87381566,JOB,2024-01-16,2024,J,J6,De 10h à 16h,270,1,Tuesday
MELUN,87682005,JOB,2024-01-16,2024,R,R,De 16h à 20h,3708,1,Tuesday
LE-CHENAY-GAGNY,87113522,DIM,2022-03-20,2022,E,E,De 10h à 16h,918,3,Sunday
FOURQUEUX-BEL-AIR,87733675,DIM,2023-10-15,2023,T13,T13,De 6h à 10h,61,10,Sunday
BOURRON-MARLOTTE-GREZ,87684118,SAM,2024-01-20,2024,R,R,Avant 6h,3,1,Saturday
MEUDON,87393108,JOB,2024-01-16,2024,N,N,De 10h à 16h,605,1,Tuesday
LE-COUDRAY-MONTCEAUX,87681635,JOB,2024-12-03,2024,D,D,De 10h à 16h,26,12,Tuesday
FRANCONVILLE-LE-PLESSIS-BOUCHARD,87276071,JOB,2025-06-02,2025,C,C,De 16h à 20h,764,6,Monday
BOUSSY-SAINT-ANTOINE,87682138,DIM,2024-03-03,2024,D,D,De 10h à 16h,981,3,Sunday
MEUDON-VAL-FLEURY,87393082,DIM,2025-09-02,2025,C,C,Après 20h,86,9,Tuesday
LE-MEE,87682179,DIM,2024-03-03,2024,D,D,Avant 6h,40,3,Sunday
ABLON,87545269,JOB,2025-06-02,2025,C,C,Avant 6h,98,6,Monday
GISORS,87381244,JOB,2024-01-16,2024,J,J6,De 16h à 20h,96,1,Tuesday
MEUDON-VAL-FLEURY,87393082,SAM,2025-08-02,2025,C,C,De 10h à 16h,1386,8,Saturday
LE-VAL-D'OR,87382366,SAM,2024-01-20,2024,L,L2,Avant 6h,14,1,Saturday
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3),87271460,JOB,2023-10-10,2023,B,B,De 16h à 20h,4278,10,Tuesday
GOUSSAINVILLE,87276246,DIM,2024-03-03,2024,D,D,Après 20h,385,3,Sunday
MEUDON-VAL-FLEURY,87393082,SAM,2025-08-02,2025,C,C,De 6h à 10h,434,8,Saturday
LE-VERT-DE-MAISONS,87681247,SAM,2024-02-03,2024,D,D,Après 20h,370,2,Saturday
ALLEE-DE-LA-TOUR-RENDEZ-VOUS,87113878,SAM,2021-09-18,2021,T4,T4,De 10h à 16h,363,9,Saturday
GRAND-BOURG,87681353,JOB,2024-12-03,2024,D,D,De 10h à 16h,134,12,Tuesday
MEULAN-HARDRICOURT,87381830,DIM,2024-01-21,2024,J,J6,De 16h à 20h,227,1,Sunday
LEON-BLUM,87704262,DIM,2021-12-09,2021,T4,T4,De 10h à 16h,641,12,Thursday
AMEDEE-GORDINI,87745844,DIM,2024-01-12,2024,T12,T12,De 6h à 10h,86,1,Friday
GRIGNY-CENTRE,87681379,DIM,2024-03-03,2024,D,D,Avant 6h,103,3,Sunday
MEULAN-HARDRICOURT,87381830,SAM,2024-01-20,2024,J,J6,Après 20h,66,1,Saturday
LES-CLAIRIERES-DE-VERNEUIL,87386664,DIM,2021-05-12,2021,J,J5,De 16h à 20h,49,5,Wednesday
ALLEE-ROYALE,87710913,JOB,2023-10-19,2023,T13,T13,De 16h à 20h,21,10,Thursday
BRUNOY,87682120,JOB,2024-05-03,2024,D,D,Avant 6h,330,5,Friday
MEULAN-HARDRICOURT,87381830,SAM,2024-01-20,2024,J,J6,De 16h à 20h,226,1,Saturday
LES-COQUETIERS,87113845,DIM,2021-12-09,2021,T4,T4,De 10h à 16h,513,12,Thursday
ANDRESY,87381491,DIM,2024-01-21,2024,J,J6,De 6h à 10h,56,1,Sunday
GUERARD-LA-CELLE-SUR-MORIN,87116269,DIM,2023-11-19,2023,P,P,Après 20h,2,11,Sunday
MITRY-CLAYE,87271528,SAM,2024-01-20,2024,K,K,De 6h à 10h,120,1,Saturday
LES-ESSARTS-LE-ROI,87393280,JOB,2024-01-16,2024,N,N,Après 20h,40,1,Tuesday
ARGENTEUIL,87381848,DIM,2024-01-21,2024,J,J6,De 16h à 20h,2220,1,Sunday
HAUSSMANN-SAINT-LAZARE,87281899,DIM,2022-03-20,2022,E,E,De 6h à 10h,1601,3,Sunday
